coin,block,etc,eth,etc_pct,eth_pct,date
ETC,9620001,123024001.58482797,111515495.71048902,57.29164572612512,16.358362858185284,2020-02-01
ETC,9660001,123204001.58482797,111547325.45062305,57.375470801702676,16.363032006947765,2020-03-01
ETC,9700001,123384001.58482797,111579164.27588226,57.45929587728025,16.367702488419873,2020-03-01
ETC,9750001,123609001.58482797,111618975.58736564,57.5640772217522,16.373542464962647,2020-03-01
ETC,9790001,123789001.58482797,111650834.8636412,57.647902297329765,16.37821594642273,2020-03-01
ETC,9830001,123969001.58482797,111682703.23347339,57.73172737290733,16.38289076182926,2020-03-01
ETC,9870001,124149001.58482797,111714580.699458,57.81555244848489,16.38756691156301,2020-04-01
ETC,9910001,124329001.58482797,111746467.26419123,57.89937752406246,16.392244396004823,2020-04-01
ETC,9950001,124509001.58482797,111778362.93026993,57.983202599640016,16.39692321553564,2020-04-01
ETC,9990001,124689001.58482797,111810267.70029216,58.067027675217574,16.40160337053657,2020-04-01
ETC,10030001,124841999.78464915,111842181.57685618,58.13827815112448,16.406284861388755,2020-05-01
ETC,10070001,124985999.78441073,111874104.56256153,58.2053382114755,16.410967688473526,2020-05-01
ETC,10110001,125129999.78417231,111906036.6600081,58.27239827182652,16.415651852172264,2020-05-01
ETC,10150001,125273999.7839339,111937977.87179717,58.33945833217754,16.420337352866557,2020-05-01
ETC,10190001,125417999.78369547,111969928.20052913,58.40651839252856,16.425024190937854,2020-06-01
ETC,10230001,125561999.78345706,112001887.64880684,58.47357845287958,16.42971236676798,2020-06-01
ETC,10270001,125705999.78321864,112033856.21923341,58.540638513230604,16.43440188073878,2020-06-01
ETC,10310001,125849999.78298022,112065833.91441236,58.60769857358162,16.439092733232176,2020-06-01
ETC,10350001,125993999.7827418,112097820.73694813,58.67475863393265,16.44378492463021,2020-06-01
ETC,10390001,126137999.78250338,112129816.68944603,58.741818694283666,16.448478455315065,2020-07-01
ETC,10430001,126281999.78226496,112161821.77451198,58.808878754634684,16.453173325669006,2020-07-01
ETC,10470001,126425999.78202654,112193835.99475256,58.87593881498571,16.45786953607439,2020-07-01
ETC,10510001,126569999.78178813,112225859.35277529,58.94299887533673,16.462567086913722,2020-07-01
ETC,10550001,126713999.7815497,112257891.85118836,59.010058935687745,16.4672659785696,2020-08-01
ETC,10590001,126857999.78131129,112289933.49260083,59.07711899603877,16.471966211424753,2020-08-01
ETC,10630001,127001999.78107287,112321984.27962226,59.14417905638979,16.476667785861977,2020-08-01
ETC,10670001,127145999.78083445,112354044.21486324,59.21123911674081,16.48137070226423,2020-08-01
ETC,10710001,127289999.78059603,112386113.30093473,59.27829917709183,16.48607496101451,2020-08-01
ETC,10750001,127433999.78035761,112418191.54044874,59.34535923744285,16.490780562495978,2020-09-01
ETC,10790001,127577999.7801192,112450278.9360178,59.412419297793875,16.49548750709187,2020-09-01
ETC,10830001,127721999.77988078,112482375.49025542,59.47947935814489,16.500195795185565,2020-09-01
ETC,10870001,127865999.77964236,112514481.20577575,59.54653941849591,16.50490542716054,2020-09-01
ETC,10910001,128009999.77940394,112546596.08519366,59.613599478846936,16.509616403400372,2020-10-01
ETC,10950001,128153999.77916552,112578720.13112488,59.680659539197954,16.514328724288763,2020-10-01
ETC,11000001,128333999.7788675,112618888.08293346,59.76448461463673,16.52022101689589,2020-10-01
ETC,11040001,128477999.77862908,112651032.76308657,59.83154467498775,16.524936364646933,2020-10-01
ETC,11080001,128621999.77839066,112683186.61825904,59.898604735338765,16.5296530582943,2020-11-01
ETC,11120001,128765999.77815224,112715349.65106937,59.96566479568979,16.534371098222106,2020-11-01
ETC,11160001,128909999.77791382,112747521.86413728,60.03272485604081,16.53909048481464,2020-11-01
ETC,11200001,129053999.7776754,112779703.2600832,60.099784916391826,16.54381121845629,2020-11-01
ETC,11240001,129197999.77743699,112811893.84152807,60.16684497674285,16.548533299531538,2020-12-01
ETC,11280001,129341999.77719857,112844093.61109383,60.23390503709387,16.55325672842499,2020-12-01
ETC,11320001,129485999.77696015,112876302.57140274,60.300965097444895,16.557981505521315,2020-12-01
ETC,11360001,129629999.77672173,112908520.72507823,60.36802515779591,16.562707631205342,2020-12-01
ETC,11400001,129773999.77648331,112940748.07474454,60.43508521814693,16.567435105862028,2020-12-01
ETC,11440001,129917999.7762449,112972984.62302619,60.502145278497956,16.572163929876368,2021-01-01
ETC,11480001,130061999.77600648,113005230.37254918,60.569205338848974,16.57689410363357,2021-01-01
ETC,11520001,130205999.77576806,113037485.32593931,60.6362653992,16.58162562751882,2021-01-01
ETC,11560001,130349999.77552964,113069749.48582378,60.70332545955102,16.586358501917502,2021-01-01
ETC,11600001,130493999.77529122,113102022.85483074,60.770385519902035,16.59109272721515,2021-02-01
ETC,11640001,130637999.7750528,113134305.43558812,60.83744558025306,16.595828303797248,2021-02-01
ETC,11680001,130781999.77481438,113166597.23072566,60.90450564060408,16.600565232049565,2021-02-01
ETC,11720001,130925999.77457596,113198898.24287322,60.9715657009551,16.605303512357874,2021-02-01
ETC,11760001,131069999.77433755,113231208.47466162,61.03862576130612,16.610043145108097,2021-03-01
ETC,11800001,131213999.77409913,113263527.92872246,61.10568582165714,16.614784130686264,2021-03-01
ETC,11840001,131357999.77386071,113295856.60768794,61.17274588200816,16.619526469478497,2021-03-01
