coin,block,etc,eth,etc_pct,eth_pct,date
ETC,106090001,213493506.77513543,221949165.43446708,99.42282967080463,32.55803116074841,2066-01-01
ETC,108200001,213602976.66066352,225315714.63144213,99.47380923429274,33.051874935491824,2067-01-01
ETC,110300001,213708814.82843998,228717009.1527023,99.52309752547525,33.5508155500839,2068-01-01
ETC,112410001,213796390.7745922,232186213.7428255,99.5638811938363,34.05971798694209,2069-01-01
ETC,114510001,213883551.6688669,235691223.1382466,99.60447157466955,34.573872680389364,2070-01-01
ETC,116610001,213957347.85689136,239249143.04312825,99.63883808043892,35.095788889913415,2071-01-01
ETC,118710001,214027076.54727718,242860772.17774835,99.67131037344733,35.6255837809005,2072-01-01
ETC,120820001,214091691.79197398,246544510.9111308,99.70140136105941,36.165956529023916,2073-01-01
ETC,122920001,214147474.7567996,250266268.60380325,99.72737920129524,36.71190633105893,2074-01-01
ETC,125030001,214203363.96372977,254062334.71628693,99.75340651793351,37.26875653834208,2075-01-01
ETC,127130001,214247990.29803935,257897579.09124625,99.7741887726349,37.831353859330335,2076-01-01
ETC,129240001,214292829.13870278,261809397.7551951,99.79506999045391,38.405183969061696,2077-01-01
ETC,131340001,214331760.3181899,265761589.33515736,99.81320004080297,38.984936437883896,2078-01-01
ETC,133440001,214367461.42318848,269773441.9449313,99.82982586205136,39.57344066598345,2079-01-01
ETC,135540001,214401326.45812103,273845856.2085048,99.84559663489947,40.170828767143256,2080-01-01
ETC,137650001,214430023.32117626,277999580.08266,99.85896061664636,40.78014428794354,2081-01-01
ETC,139750001,214458584.18014118,282196173.51687646,99.87226126198689,41.39574840401558,2082-01-01
ETC,141860001,214482221.67451027,286476555.91653067,99.88326912171996,42.02364363973346,2083-01-01
ETC,143960001,214505070.34916523,290801115.0876614,99.89390963216329,42.65801922738011,2084-01-01
ETC,146070001,214525699.45306328,295212018.18141246,99.90351649990413,43.3050607248882,2085-01-01
ETC,148170001,214543978.43033817,299668445.11858386,99.91202892574607,43.958780178178344,2086-01-01
ETC,150270001,214561787.36845914,304192144.8624934,99.92032245676799,44.62236797286895,2087-01-01
ETC,152370001,214576410.51272812,308784132.9420769,99.92713237995426,45.295973078309224,2088-01-01
ETC,154480001,214591103.29101744,313467804.4159573,99.9339747313462,45.983027348122775,2089-01-01
ETC,156580001,214603526.02571133,318199814.9084255,99.93975993509395,46.6771725356714,2090-01-01
ETC,158690001,214615280.28607252,323026304.4753599,99.94523383377802,47.38517698979797,2091-01-01
ETC,160790001,214626098.65055057,327902607.0512095,99.9502718905558,48.100488583346745,2092-01-01
ETC,162900001,214635502.03368637,332876269.62972695,99.95465099778937,48.83008205083032,2093-01-01
ETC,165000001,214644860.84924272,337901264.1535239,99.95900935013007,49.56720547261979,2094-01-01
ETC,167100001,214652347.9406648,343002114.39991105,99.96249605015404,50.315456275649815,2095-01-01
ETC,169200001,214659835.03208688,348179965.4628051,99.96598275017799,51.07500243533652,2096-01-01
ETC,171310001,214666423.63987932,353461197.2297238,99.96905103098995,51.84971365399728,2097-01-01
ETC,173420001,214672441.7849637,358822535.29723537,99.97185365024848,52.63617577708594,2098-01-01
ETC,175520001,214678134.79033837,364239206.413176,99.974504853614,53.43075478185535,2099-01-01
ETC,177620001,214682926.53886208,369737645.8772333,99.97673634629261,54.237328499111,2100-01-01
ETC,179720001,214687718.2873858,375319088.0384468,99.97896783897122,55.05607799722686,2101-01-01
ETC,181830001,214691697.7086251,381011968.98248494,99.98082103500533,55.8911746050812,2102-01-01
ETC,183930001,214695531.0949271,386763604.7472404,99.98260622331911,56.73489003914295,2103-01-01
ETC,186030001,214698988.4496962,392602065.38008505,99.98421629567922,57.59134193362454,2104-01-01
ETC,188140001,214702069.77469078,398557096.41320527,99.98565125290449,58.46489370193159,2105-01-01
ETC,190240001,214705066.40060297,404573587.85348934,99.98704676620208,59.34746118267745,2106-01-01
ETC,192340001,214707519.7903668,410680902.3391537,99.98818929721529,60.243351622019794,2107-01-01
ETC,194450001,214709984.86293903,416910155.14700866,99.98933726885234,61.1571293631044,2108-01-01
ETC,196550001,214712076.04822025,423203698.53735614,99.99031112309814,62.080337978975294,2109-01-01
ETC,198660001,214714048.0559717,429622898.4864974,99.99122947698041,63.021979329877,2110-01-01
ETC,200760001,214715868.65801486,436108349.4157442,99.99207732200188,63.97333912901202,2111-01-01
ETC,202860001,214717438.7874094,442691702.65397644,99.99280852319721,64.93906035374836,2112-01-01
ETC,204970001,214719016.39361057,449406498.77930266,99.99354320630303,65.92406311804572,2113-01-01
ETC,207070001,214720277.01992562,456190596.6599868,99.99413027350377,66.91923185303291,2114-01-01
ETC,209170001,214721533.16099218,463077105.1292569,99.99471525194733,67.92942333941386,2115-01-01
ETC,211280001,214722642.16149536,470101109.2671221,99.99523170778617,68.95978425627598,2116-01-01
ETC,213380001,214723647.08686557,477197606.4200393,99.99569969637012,70.00077927414218,2117-01-01
ETC,215490001,214724609.8921241,484435791.8646577,99.99614806983435,71.06255874419269,2118-01-01
ETC,217590001,214725413.79486933,491748680.8367715,99.99652244321422,72.13529657838595,2119-01-01
ETC,219690001,214726217.69761458,499171962.85996455,99.99689681659409,73.22422812247642,2120-01-01
ETC,221800001,214726887.61641583,506743457.74451596,99.99720879433936,74.33490121693082,2121-01-01
ETC,223900001,214727530.73861203,514393096.1611353,99.99750829304325,75.45703729457374,2122-01-01
ETC,226000001,214728112.61691323,522158211.0915741,99.99777927077977,76.59611278231944,2123-01-01
ETC,228110001,214728629.5772361,530078363.9013682,99.9980200165472,77.75793099179275,2124-01-01
ETC,230210001,214729133.79845825,538080258.655695,99.99825482978083,78.93174004057389,2125-01-01
ETC,232320001,214729547.3792931,546241918.8229724,99.99844743225161,80.12898529954792,2126-01-01
ETC,234420001,214729959.00002924,554487813.4727008,99.99863912191447,81.33858703167687,2127-01-01
ETC,236520001,214730311.0065054,562858185.5310991,99.99880304952262,82.56644852766819,2128-01-01
ETC,238630001,214730641.83344355,571395680.0010912,99.9989571139287,83.81882544219546,2129-01-01
