coin,total_supply,total_supply_pct,date
BTS,3600109325.35347,99.98719967016974,2078-08-01
BTS,3600110429.4015293,99.9872303333146,2078-08-01
BTS,3600111530.806519,99.98726092305249,2078-08-01
BTS,3600112629.574766,99.98729143955913,2078-08-01
BTS,3600113725.712583,99.98732188300983,2078-09-01
BTS,3600114819.226267,99.98735225357949,2078-09-01
BTS,3600115910.1221,99.98738255144258,2078-09-01
BTS,3600116998.406349,99.98741277677318,2078-09-01
BTS,3600118084.085267,99.98744292974492,2078-10-01
BTS,3600119167.16509,99.98747301053102,2078-10-01
BTS,3600120247.652041,99.98750301930428,2078-10-01
BTS,3600121325.5523267,99.98753295623712,2078-10-01
BTS,3600122400.87214,99.98756282150153,2078-10-01
BTS,3600123473.617658,99.98759261526907,2078-11-01
BTS,3600124543.795044,99.98762233771087,2078-11-01
BTS,3600125611.4104457,99.98765198899774,2078-11-01
BTS,3600126676.4699965,99.98768156929998,2078-11-01
BTS,3600127738.979815,99.98771107878754,2078-12-01
BTS,3600128798.946006,99.98774051762999,2078-12-01
BTS,3600129856.3746576,99.98776988599639,2078-12-01
BTS,3600130911.2718453,99.98779918405548,2078-12-01
BTS,3600131963.6436296,99.98782841197557,2079-01-01
BTS,3600133013.496056,99.9878575699246,2079-01-01
BTS,3600134060.835156,99.98788665807005,2079-01-01
BTS,3600135105.666946,99.98791567657904,2079-01-01
BTS,3600136147.9974284,99.98794462561827,2079-01-01
BTS,3600137187.832592,99.98797350535405,2079-02-01
BTS,3600138225.17841,99.9880023159523,2079-02-01
BTS,3600139260.040842,99.98803105757852,2079-02-01
BTS,3600140292.425833,99.98805973039786,2079-02-01
BTS,3600141322.3393145,99.98808833457501,2079-03-01
BTS,3600142349.7872024,99.9881168702743,2079-03-01
BTS,3600143374.7753997,99.98814533765966,2079-03-01
BTS,3600144397.309795,99.98817373689465,2079-03-01
BTS,3600145417.3962626,99.98820206814244,2079-04-01
BTS,3600146435.040663,99.98823033156576,2079-04-01
BTS,3600147450.248842,99.98825852732698,2079-04-01
BTS,3600148463.026632,99.98828665558807,2079-04-01
BTS,3600149473.3798513,99.98831471651067,2079-04-01
BTS,3600150481.3143044,99.98834271025594,2079-05-01
BTS,3600151486.8357816,99.98837063698473,2079-05-01
BTS,3600152489.95006,99.98839849685747,2079-05-01
BTS,3600153490.662902,99.9884262900342,2079-05-01
BTS,3600154488.9800563,99.9884540166746,2079-06-01
BTS,3600155484.9072585,99.98848167693795,2079-06-01
BTS,3600156478.45023,99.98850927098314,2079-06-01
BTS,3600157469.614679,99.98853679896874,2079-06-01
BTS,3600158458.406299,99.98856426105287,2079-07-01
BTS,3600159444.830771,99.98859165739329,2079-07-01
BTS,3600160428.8937616,99.98861898814741,2079-07-01
BTS,3600161410.6009245,99.98864625347221,2079-07-01
BTS,3600162389.957899,99.98867345352436,2079-07-01
BTS,3600163366.9703116,99.98870058846009,2079-08-01
BTS,3600164341.6437755,99.98872765843532,2079-08-01
BTS,3600165313.9838896,99.98875466360553,2079-08-01
BTS,3600166283.99624,99.98878160412589,2079-08-01
BTS,3600167251.6863995,99.98880848015116,2079-09-01
BTS,3600168217.0599275,99.98883529183574,2079-09-01
BTS,3600169180.1223693,99.98886203933365,2079-09-01
BTS,3600170140.879258,99.98888872279856,2079-09-01
BTS,3600171099.3361135,99.98891534238378,2079-10-01
BTS,3600172055.4984417,99.98894189824222,2079-10-01
BTS,3600173009.3717356,99.98896839052645,2079-10-01
BTS,3600173960.961475,99.98899481938865,2079-10-01
BTS,3600174910.2731266,99.98902118498066,2079-10-01
BTS,3600175857.3121443,99.98904748745396,2079-11-01
BTS,3600176802.0839686,99.98907372695962,2079-11-01
BTS,3600177744.5940275,99.98909990364841,2079-11-01
BTS,3600178684.8477354,99.98912601767073,2079-11-01
BTS,3600179622.850494,99.98915206917657,2079-12-01
BTS,3600180558.607692,99.9891780583156,2079-12-01
BTS,3600181492.124705,99.98920398523713,2079-12-01
BTS,3600182423.406896,99.9892298500901,2079-12-01
BTS,3600183352.4596157,99.98925565302312,2079-12-01
BTS,3600184279.288201,99.98928139418442,2080-01-01
BTS,3600185203.897976,99.98930707372185,2080-01-01
BTS,3600186126.294253,99.98933269178296,2080-01-01
BTS,3600187046.482331,99.98935824851493,2080-01-01
BTS,3600187964.4674964,99.98938374406457,2080-02-01
BTS,3600188880.255023,99.98940917857837,2080-02-01
BTS,3600189793.8501716,99.98943455220241,2080-02-01
BTS,3600190705.258191,99.9894598650825,2080-02-01
BTS,3600191614.4843173,99.98948511736403,2080-03-01
BTS,3600192521.5337734,99.98951030919207,2080-03-01
BTS,3600193426.4117703,99.98953544071136,2080-03-01
BTS,3600194329.123507,99.98956051206629,2080-03-01
BTS,3600195229.674169,99.98958552340088,2080-03-01
BTS,3600196128.06893,99.9896104748588,2080-04-01
BTS,3600197024.312951,99.9896353665834,2080-04-01
BTS,3600197918.4113812,99.9896601987177,2080-04-01
BTS,3600198810.3693566,99.98968497140433,2080-04-01
BTS,3600199700.192002,99.98970968478564,2080-05-01
BTS,3600200587.8844285,99.98973433900358,2080-05-01
BTS,3600201473.4517365,99.98975893419978,2080-05-01
BTS,3600202356.8990135,99.98978347051558,2080-05-01
BTS,3600203238.2313347,99.98980794809191,2080-06-01
BTS,3600204117.453763,99.98983236706937,2080-06-01
BTS,3600204994.5713496,99.98985672758826,2080-06-01
BTS,3600205869.5891337,99.98988102978856,2080-06-01
BTS,3600206742.512142,99.98990527380985,2080-06-01
BTS,3600207613.3453894,99.98992945979141,2080-07-01
BTS,3600208482.0938787,99.98995358787222,2080-07-01
BTS,3600209348.7626004,99.98997765819084,2080-07-01
BTS,3600210213.356534,99.99000167088558,2080-07-01
