coin,total_supply,distributed_supply,total_supply_pct,distributed_supply_pct,date
IOTA,2779530283,2640553768.85,100.0,95.0,2021-12-01
IOTA,2779530283,2640553768.85,100.0,95.0,2021-12-01
IOTA,2779530283,2640553768.85,100.0,95.0,2021-12-01
IOTA,2779530283,2640553768.85,100.0,95.0,2021-12-01
IOTA,2779530283,2640553768.85,100.0,95.0,2022-01-01
IOTA,2779530283,2640553768.85,100.0,95.0,2022-01-01
IOTA,2779530283,2640553768.85,100.0,95.0,2022-01-01
IOTA,2779530283,2640553768.85,100.0,95.0,2022-01-01
IOTA,2779530283,2640553768.85,100.0,95.0,2022-01-01
IOTA,2779530283,2640553768.85,100.0,95.0,2022-02-01
IOTA,2779530283,2640553768.85,100.0,95.0,2022-02-01
IOTA,2779530283,2640553768.85,100.0,95.0,2022-02-01
IOTA,2779530283,2640553768.85,100.0,95.0,2022-02-01
IOTA,2779530283,2640553768.85,100.0,95.0,2022-03-01
IOTA,2779530283,2640553768.85,100.0,95.0,2022-03-01
IOTA,2779530283,2640553768.85,100.0,95.0,2022-03-01
IOTA,2779530283,2640553768.85,100.0,95.0,2022-03-01
IOTA,2779530283,2640553768.85,100.0,95.0,2022-04-01
IOTA,2779530283,2640553768.85,100.0,95.0,2022-04-01
IOTA,2779530283,2640553768.85,100.0,95.0,2022-04-01
IOTA,2779530283,2640553768.85,100.0,95.0,2022-04-01
IOTA,2779530283,2640553768.85,100.0,95.0,2022-05-01
IOTA,2779530283,2640553768.85,100.0,95.0,2022-05-01
IOTA,2779530283,2640553768.85,100.0,95.0,2022-05-01
IOTA,2779530283,2640553768.85,100.0,95.0,2022-05-01
IOTA,2779530283,2640553768.85,100.0,95.0,2022-05-01
IOTA,2779530283,2640553768.85,100.0,95.0,2022-06-01
IOTA,2779530283,2640553768.85,100.0,95.0,2022-06-01
IOTA,2779530283,2640553768.85,100.0,95.0,2022-06-01
IOTA,2779530283,2640553768.85,100.0,95.0,2022-06-01
IOTA,2779530283,2640553768.85,100.0,95.0,2022-07-01
IOTA,2779530283,2640553768.85,100.0,95.0,2022-07-01
IOTA,2779530283,2640553768.85,100.0,95.0,2022-07-01
IOTA,2779530283,2640553768.85,100.0,95.0,2022-07-01
IOTA,2779530283,2640553768.85,100.0,95.0,2022-07-01
IOTA,2779530283,2640553768.85,100.0,95.0,2022-08-01
