coin,total_supply,total_supply_pct,date
BTS,2961686954.6901126,82.25605339639574,2020-10-01
BTS,2967782920.434727,82.42535896158978,2020-11-01
BTS,2975321147.937552,82.63472100878542,2020-12-01
BTS,2981287021.781472,82.8004134823551,2021-01-01
BTS,2988664378.573274,83.00530760637106,2021-02-01
BTS,2994502936.7628465,83.16746409405754,2021-03-01
BTS,3000285785.815955,83.32807335079973,2021-04-01
BTS,3006013457.286416,83.48715013964303,2021-05-01
BTS,3013096254.7322383,83.68386335539219,2021-06-01
BTS,3018701693.942978,83.83954534139639,2021-07-01
BTS,3024253648.3432918,83.99374187350568,2021-08-01
BTS,3031119155.3208942,84.18442019879213,2021-09-01
BTS,3036552627.3788257,84.33532607593665,2021-10-01
BTS,3043271619.9419184,84.52193520090326,2021-11-01
BTS,3048589138.1482377,84.66962064781474,2021-12-01
BTS,3053855918.768703,84.81589694053974,2022-01-01
BTS,3060368781.8961926,84.99678115462923,2022-02-01
BTS,3065523165.969472,85.13993581548418,2022-03-01
BTS,3070628369.016135,85.28172455306185,2022-04-01
BTS,3075684860.3014407,85.42216040044399,2022-05-01
BTS,3081937681.1458426,85.59582236172612,2022-06-01
BTS,3086886263.5960746,85.73326121616621,2022-07-01
BTS,3093005645.149243,85.90321711747887,2022-08-01
BTS,3097848621.609602,86.03772293676877,2022-09-01
BTS,3102645388.3675375,86.17094535649345,2022-10-01
BTS,3108577035.72485,86.33568724488886,2022-11-01
BTS,3113271436.3391967,86.46606661094111,2022-12-01
BTS,3117921044.9011307,86.59520195035878,2023-01-01
BTS,3123670717.489089,86.75488978457028,2023-02-01
BTS,3128221100.359697,86.88126929128553,2023-03-01
BTS,3132728065.3363547,87.00644293638959,2023-04-01
BTS,3138301345.8901906,87.16123176783695,2023-05-01
BTS,3142712129.2830367,87.28373412538942,2023-06-01
BTS,3147080826.7831044,87.40506761550361,2023-07-01
BTS,3152483126.7674236,87.55510773884272,2023-08-01
BTS,3156758593.40217,87.67385189282743,2023-09-01
BTS,3160993265.2813506,87.79146303861664,2023-10-01
BTS,3166229830.144479,87.93690013767029,2023-11-01
BTS,3170374131.352849,88.05200138459533,2023-12-01
BTS,3175498944.492839,88.19433476072139,2024-01-01
BTS,3179554803.599689,88.30697967166749,2024-02-01
BTS,3183571963.356267,88.41854977090289,2024-03-01
