coin,block,total_supply,total_supply_pct,date
BTC,3425473,20999729.517364502,99.99871200235097,2074-02-01
BTC,3426481,20999730.28640747,99.99871566446036,2074-02-01
BTC,3427489,20999731.05545044,99.99871932656973,2074-03-01
BTC,3428497,20999731.82449341,99.9987229886791,2074-03-01
BTC,3429505,20999732.593536377,99.99872665078848,2074-03-01
BTC,3430513,20999733.362579346,99.99873031289785,2074-03-01
BTC,3431521,20999734.131622314,99.99873397500724,2074-04-01
BTC,3432529,20999734.900665283,99.9987376371166,2074-04-01
BTC,3433537,20999735.669708252,99.99874129922598,2074-04-01
BTC,3434545,20999736.43875122,99.99874496133536,2074-04-01
BTC,3435553,20999737.20779419,99.99874862344473,2074-04-01
BTC,3436561,20999737.97683716,99.9987522855541,2074-05-01
BTC,3437569,20999738.745880127,99.99875594766348,2074-05-01
BTC,3438577,20999739.514923096,99.99875960977286,2074-05-01
BTC,3439585,20999740.283966064,99.99876327188224,2074-05-01
BTC,3440593,20999741.053009033,99.99876693399162,2074-06-01
BTC,3441601,20999741.822052002,99.99877059610098,2074-06-01
BTC,3442609,20999742.59109497,99.99877425821036,2074-06-01
BTC,3443617,20999743.36013794,99.99877792031974,2074-06-01
BTC,3444625,20999744.12918091,99.99878158242912,2074-07-01
BTC,3445633,20999744.898223877,99.9987852445385,2074-07-01
BTC,3446641,20999745.667266846,99.99878890664786,2074-07-01
BTC,3447649,20999746.436309814,99.99879256875724,2074-07-01
BTC,3448657,20999747.205352783,99.99879623086662,2074-07-01
BTC,3449665,20999747.974395752,99.99879989297598,2074-08-01
BTC,3450673,20999748.74343872,99.99880355508537,2074-08-01
BTC,3451681,20999749.51248169,99.99880721719474,2074-08-01
BTC,3452689,20999750.28152466,99.99881087930412,2074-08-01
BTC,3453697,20999751.050567627,99.9988145414135,2074-09-01
BTC,3454705,20999751.819610596,99.99881820352286,2074-09-01
BTC,3455713,20999752.588653564,99.99882186563225,2074-09-01
BTC,3456721,20999753.357696533,99.99882552774162,2074-09-01
BTC,3457729,20999754.126739502,99.998829189851,2074-10-01
BTC,3458737,20999754.89578247,99.99883285196037,2074-10-01
BTC,3459745,20999755.66482544,99.99883651406975,2074-10-01
BTC,3460753,20999756.43386841,99.99884017617913,2074-10-01
BTC,3461761,20999757.202911377,99.9988438382885,2074-10-01
BTC,3462769,20999757.971954346,99.99884750039787,2074-11-01
BTC,3463777,20999758.740997314,99.99885116250725,2074-11-01
BTC,3464785,20999759.510040283,99.99885482461663,2074-11-01
BTC,3465793,20999760.279083252,99.99885848672601,2074-11-01
BTC,3466801,20999761.04812622,99.99886214883537,2074-12-01
BTC,3467809,20999761.81716919,99.99886581094475,2074-12-01
BTC,3468817,20999762.58621216,99.99886947305413,2074-12-01
BTC,3469825,20999763.355255127,99.9988731351635,2074-12-01
BTC,3470833,20999764.124298096,99.99887679727287,2074-12-01
BTC,3471841,20999764.893341064,99.99888045938225,2075-01-01
BTC,3472849,20999765.662384033,99.99888412149163,2075-01-01
BTC,3473857,20999766.431427002,99.998887783601,2075-01-01
BTC,3474865,20999767.20046997,99.99889144571038,2075-01-01
BTC,3475873,20999767.96951294,99.99889510781975,2075-02-01
BTC,3476881,20999768.73855591,99.99889876992913,2075-02-01
BTC,3477889,20999769.507598877,99.9989024320385,2075-02-01
BTC,3478897,20999770.276641846,99.99890609414788,2075-02-01
BTC,3479905,20999771.045684814,99.99890975625726,2075-03-01
BTC,3480913,20999771.814727783,99.99891341836663,2075-03-01
BTC,3481921,20999772.583770752,99.99891708047602,2075-03-01
BTC,3482929,20999773.35281372,99.99892074258538,2075-03-01
BTC,3483937,20999774.12185669,99.99892440469476,2075-04-01
BTC,3484945,20999774.89089966,99.99892806680414,2075-04-01
