coin,total_supply,total_supply_pct,date
TRX,66000000000.0,41.23513156313445,2017-09-01
TRX,66173076923.076965,41.34326564940144,2018-01-01
TRX,68323076923.07709,42.68653129880665,2019-01-01
TRX,70473076923.07721,44.02979694821186,2020-01-01
TRX,72623076923.07733,45.37306259761708,2021-01-01
TRX,74773076923.07745,46.71632824702229,2022-01-01
TRX,76923076923.07758,48.05959389642751,2023-01-01
TRX,79082692307.69308,49.40886699506978,2024-01-01
TRX,81232692307.6932,50.75213264447499,2025-01-01
TRX,83382692307.69333,52.0953982938802,2026-01-01
TRX,85532692307.69345,53.43866394328541,2027-01-01
TRX,87682692307.69357,54.781929592690624,2028-01-01
TRX,89842307692.30908,56.1312026913329,2029-01-01
TRX,91992307692.3092,57.47446834073811,2030-01-01
TRX,94142307692.30933,58.81773399014333,2031-01-01
TRX,96292307692.30945,60.16099963954854,2032-01-01
TRX,98442307692.30957,61.504265288953754,2033-01-01
TRX,100592307692.3097,62.847530938358965,2034-01-01
TRX,102751923076.9252,64.19680403700123,2035-01-01
TRX,104901923076.92532,65.54006968640645,2036-01-01
TRX,107051923076.92545,66.88333533581167,2037-01-01
TRX,109201923076.92557,68.22660098521688,2038-01-01
TRX,109701923076.92569,68.53898834554373,2039-01-01
TRX,110201923076.92581,68.85137570587058,2040-01-01
TRX,110711538461.54132,69.1697705154345,2041-01-01
TRX,111211538461.54144,69.48215787576135,2042-01-01
TRX,111711538461.54156,69.7945452360882,2043-01-01
TRX,112211538461.54169,70.10693259641505,2044-01-01
TRX,112711538461.54181,70.4193199567419,2045-01-01
TRX,113221153846.15732,70.7377147663058,2046-01-01
TRX,113721153846.15744,71.05010212663267,2047-01-01
TRX,114221153846.15756,71.36248948695952,2048-01-01
TRX,114721153846.15768,71.67487684728636,2049-01-01
TRX,115221153846.1578,71.98726420761321,2050-01-01
TRX,115721153846.15793,72.29965156794007,2051-01-01
TRX,116230769230.77344,72.61804637750397,2052-01-01
TRX,116730769230.77356,72.93043373783082,2053-01-01
TRX,117230769230.77368,73.24282109815769,2054-01-01
TRX,117730769230.7738,73.55520845848453,2055-01-01
TRX,118230769230.77393,73.86759581881138,2056-01-01
TRX,118740384615.38943,74.1859906283753,2057-01-01
TRX,119240384615.38956,74.49837798870215,2058-01-01
TRX,119740384615.38968,74.810765349029,2059-01-01
TRX,120240384615.3898,75.12315270935585,2060-01-01
TRX,120740384615.38992,75.4355400696827,2061-01-01
TRX,121240384615.39005,75.74792743000955,2062-01-01
TRX,121750000000.00555,76.06632223957345,2063-01-01
TRX,122250000000.00568,76.37870959990032,2064-01-01
TRX,122750000000.0058,76.69109696022717,2065-01-01
TRX,123250000000.00592,77.00348432055402,2066-01-01
TRX,123750000000.00604,77.31587168088087,2067-01-01
TRX,124250000000.00616,77.62825904120773,2068-01-01
TRX,124759615384.62167,77.94665385077163,2069-01-01
TRX,125259615384.6218,78.25904121109848,2070-01-01
TRX,125759615384.62192,78.57142857142534,2071-01-01
TRX,126259615384.62204,78.88381593175218,2072-01-01
TRX,126759615384.62216,79.19620329207903,2073-01-01
TRX,127269230769.23767,79.51459810164295,2074-01-01
TRX,127769230769.2378,79.8269854619698,2075-01-01
TRX,128269230769.23792,80.13937282229665,2076-01-01
TRX,128769230769.23804,80.4517601826235,2077-01-01
TRX,129269230769.23816,80.76414754295035,2078-01-01
TRX,129769230769.23828,81.0765349032772,2079-01-01
TRX,130278846153.85379,81.39492971284112,2080-01-01
TRX,130778846153.85391,81.70731707316797,2081-01-01
TRX,131278846153.85403,82.01970443349482,2082-01-01
TRX,131778846153.85416,82.33209179382168,2083-01-01
TRX,132278846153.85428,82.64447915414853,2084-01-01
TRX,132788461538.46979,82.96287396371244,2085-01-01
TRX,133288461538.46991,83.27526132403929,2086-01-01
TRX,133788461538.47003,83.58764868436613,2087-01-01
TRX,134288461538.47015,83.900036044693,2088-01-01
TRX,134788461538.47028,84.21242340501985,2089-01-01
TRX,135288461538.4704,84.52481076534669,2090-01-01
TRX,135798076923.0859,84.84320557491061,2091-01-01
TRX,136298076923.08603,85.15559293523745,2092-01-01
TRX,136798076923.08615,85.4679802955643,2093-01-01
TRX,137298076923.08627,85.78036765589117,2094-01-01
TRX,137798076923.0864,86.09275501621802,2095-01-01
TRX,138298076923.08652,86.40514237654486,2096-01-01
TRX,138807692307.70203,86.72353718610877,2097-01-01
TRX,139307692307.70215,87.03592454643562,2098-01-01
TRX,139807692307.70227,87.34831190676248,2099-01-01
TRX,140307692307.7024,87.66069926708933,2100-01-01
TRX,140807692307.7025,87.97308662741618,2101-01-01
TRX,141307692307.70264,88.28547398774303,2102-01-01
TRX,141817307692.31815,88.60386879730694,2103-01-01
TRX,142317307692.31827,88.9162561576338,2104-01-01
TRX,142817307692.3184,89.22864351796065,2105-01-01
TRX,143317307692.3185,89.5410308782875,2106-01-01
TRX,143817307692.31863,89.85341823861435,2107-01-01
