coin,block,total_supply,total_supply_pct,date
DASH,934219,8622030.286618441,44.86957145972881,2019-03-01
DASH,938059,8636304.838887423,44.94385710032587,2019-03-01
DASH,941899,8650579.391156405,45.01814274092293,2019-04-01
DASH,945739,8664853.943425387,45.092428381519994,2019-04-01
DASH,949579,8679128.49569437,45.16671402211706,2019-04-01
DASH,953419,8693403.047963351,45.240999662714124,2019-04-01
DASH,957259,8707677.600232333,45.31528530331118,2019-04-01
DASH,961099,8721952.152501315,45.38957094390824,2019-05-01
DASH,964939,8736226.704770297,45.4638565845053,2019-05-01
DASH,968779,8750501.257039279,45.53814222510237,2019-05-01
DASH,972619,8764775.80930826,45.61242786569943,2019-05-01
DASH,976459,8779050.361577243,45.68671350629649,2019-06-01
DASH,980299,8793324.913846225,45.760999146893546,2019-06-01
DASH,984139,8807599.466115206,45.835284787490615,2019-06-01
DASH,987979,8821874.018384188,45.909570428087676,2019-06-01
DASH,991819,8836148.57065317,45.98385606868474,2019-07-01
DASH,995659,8850423.122922152,46.0581417092818,2019-07-01
DASH,999499,8864697.675191134,46.13242734987886,2019-07-01
DASH,1003339,8878972.227460116,46.20671299047592,2019-07-01
DASH,1007179,8893246.779729098,46.28099863107298,2019-07-01
DASH,1011019,8907521.33199808,46.355284271670044,2019-08-01
DASH,1014859,8921795.884267062,46.42956991226711,2019-08-01
DASH,1018699,8936070.436536044,46.503855552864174,2019-08-01
DASH,1022539,8950344.988805026,46.57814119346123,2019-08-01
DASH,1026379,8964619.541074008,46.65242683405829,2019-09-01
DASH,1030219,8978894.09334299,46.72671247465535,2019-09-01
DASH,1034059,8993168.645611972,46.80099811525242,2019-09-01
DASH,1037899,9007443.197880954,46.87528375584948,2019-09-01
DASH,1041739,9021717.750149935,46.94956939644654,2019-09-01
DASH,1045579,9035992.302418917,47.023855037043596,2019-10-01
DASH,1049419,9050266.8546879,47.098140677640664,2019-10-01
DASH,1053259,9063994.69373136,47.16958118926867,2019-10-01
DASH,1057099,9077249.635128073,47.2385607127015,2019-10-01
DASH,1060939,9090504.576524787,47.30754023613433,2019-11-01
DASH,1064779,9103759.5179215,47.37651975956715,2019-11-01
