date,BTC,BTS,DASH,DOGE,EOS,ETC,ETH,GAS,IOTA,LTC,NANO,NEO,TRX,XEM,XLM,XMR,XRP,ZEC
2103-01-01,99.99999131605742,99.99940368284729,99.85703975191191,90.76350322123541,100.0,99.98260622331912,56.734890039142954,100.0,100.0,99.99998599557628,100.0,100.0,88.60386879730694,100.0,70.78353995803025,80.75538630291334,99.9872253449157,99.99759005504964
2104-01-01,99.9999928078765,99.99947451012581,99.86715807599397,91.61400937029293,100.0,99.98421629567923,57.591341933624534,100.0,100.0,99.99998853489036,100.0,100.0,88.9162561576338,100.0,71.4948576251411,81.33831443564667,99.9872253449157,99.99759005504964
2105-01-01,99.99999417910972,99.99953703771988,99.87661223976666,92.47302058084101,100.0,99.98565125290449,58.464893701931594,100.0,100.0,99.99999002908899,100.0,100.0,89.22864351796066,100.0,72.21332346291199,81.92283963175736,99.9872253449157,99.99759005504964
2106-01-01,99.99999492501928,99.9995922382034,99.88539852484871,93.3235267298985,100.0,99.98704676620208,59.34746118267745,100.0,100.0,99.99999151920512,100.0,100.0,89.5410308782875,100.0,72.93900930471105,82.50576776449068,99.9872253449157,99.99759005504964
2107-01-01,99.99999567092884,99.99964097018204,99.8935866640603,94.17403287895606,100.0,99.98818929721529,60.24335162201979,100.0,100.0,99.99999300932123,100.0,100.0,89.85341823861435,100.0,73.67198770577387,83.08869589722401,99.9872253449157,99.99759005504964
2108-01-01,99.9999964168384,99.99968399164837,99.90121735232208,95.02453902801355,100.0,99.98933726885235,61.1571293631044,100.0,100.0,99.999994276937,100.0,100.0,90.1658055989412,100.0,74.41233195045788,83.67162402995734,99.9872253449157,99.99759005504964
2109-01-01,99.99999709973024,99.99972265676651,99.90834650698494,95.87504517707106,100.0,99.99031112309814,62.080337978975294,100.0,100.0,99.99999502403635,100.0,100.0,90.48420040850512,100.0,75.17456992804244,84.25614922606802,99.9872253449157,99.99759005504964
2110-01-01,99.999997472685,99.99975610603285,99.9149567565734,96.72555132612858,100.0,99.9912294769804,63.021979329877006,100.0,100.0,99.99999576909441,100.0,100.0,90.79658776883196,100.0,75.93001391599475,84.83907735880135,99.9872253449157,99.99759005504964
2111-01-01,99.99999784563978,99.9997856356462,99.92111000856148,97.57605747518608,100.0,99.99207732200188,63.973339129012025,100.0,100.0,99.99999651415246,100.0,100.0,91.10897512915882,100.0,76.6930495086543,85.42200549153469,99.9872253449157,99.99759005504964
2112-01-01,99.99999821859457,99.99981170491941,99.92684569466054,98.4265636242436,100.0,99.99280852319721,64.93906035374836,100.0,100.0,99.99999714693969,100.0,100.0,91.42136248948569,100.0,77.46375299554491,86.00493362426802,99.9872253449157,99.99759005504964
2113-01-01,99.99999855867807,99.99983471934222,99.93220653084387,99.27706977330112,100.0,99.99354320630304,65.92406311804572,100.0,100.0,99.99999752048937,100.0,100.0,91.73374984981251,100.0,78.24220143283854,86.58945882037871,99.9872253449157,99.99759005504964
2114-01-01,99.99999874515548,99.9998554033275,99.93718886404976,99.27706977330112,100.0,99.99413027350376,66.9192318530329,100.0,100.0,99.9999978930184,100.0,100.0,92.05214465937642,100.0,79.04367043426207,87.17238695311201,99.9872253449157,99.99759005504964
2115-01-01,99.99999893163286,99.999873297082,99.94183284651926,99.27706977330112,100.0,99.99471525194731,67.92942333941386,100.0,100.0,99.99999826554743,100.0,100.0,92.36453201970328,100.0,79.83799577157237,87.75531508584534,99.9872253449157,99.99759005504964
2116-01-01,99.99999911811024,99.99988909400999,99.94616143546324,99.27706977330112,100.0,99.99523170778616,68.95978425627598,100.0,100.0,99.99999858143076,100.0,100.0,92.67691938003011,100.0,80.64030343989064,88.3382432185787,99.9872253449157,99.99759005504964
2117-01-01,99.9999992874708,99.99990303982183,99.95020674238899,99.27706977330112,100.0,99.99569969637012,70.00077927414218,100.0,100.0,99.99999876820557,100.0,100.0,92.98930674035698,100.0,81.45067365522581,88.92276841468937,99.9872253449157,99.99759005504964
2118-01-01,99.99999938070951,99.99991535143512,99.95396636399786,99.27706977330112,100.0,99.99614806983436,71.06255874419269,100.0,100.0,99.99999895447009,100.0,100.0,93.30169410068385,100.0,82.26918743969313,89.5056965474227,99.9872253449157,99.99759005504964
2119-01-01,99.99999947394821,99.99992622034857,99.95747050797384,99.27706977330112,100.0,99.99652244321423,72.13529657838595,100.0,100.0,99.9999991407346,100.0,100.0,93.61408146101068,100.0,83.09592662961501,90.08862468015604,99.9872253449157,99.99759005504964
2120-01-01,99.9999995671869,99.99993598867714,99.96073647201952,99.27706977330112,100.0,99.99689681659409,73.22422812247642,100.0,100.0,99.99999929842112,100.0,100.0,93.93247627057458,100.0,83.94711445560388,90.67155281288936,99.9872253449157,99.99759005504964
2121-01-01,99.99999965152658,99.99994443927656,99.96378841055784,99.27706977330112,100.0,99.99720879433936,74.3349012169308,100.0,100.0,99.99999939180852,100.0,100.0,94.24486363090143,100.0,84.79071546299414,91.25607800900005,99.9872253449157,99.99759005504964
2122-01-01,99.99999969814594,99.99995189961754,99.96662478090687,99.27706977330112,100.0,99.99750829304323,75.45703729457374,100.0,100.0,99.9999994849408,100.0,100.0,94.5572509912283,100.0,85.64279398225948,91.83900614173336,99.9872253449157,99.99759005504964
2123-01-01,99.99999974476528,99.99995848574066,99.969268267883,99.27706977330112,100.0,99.99777927077976,76.59611278231944,100.0,100.0,99.99999957807304,100.0,100.0,94.86963835155515,100.0,86.50343520557833,92.42193427446671,99.9872253449157,99.99759005504964
2124-01-01,99.99999979138462,99.99996430008848,99.97173193228869,99.27706977330112,100.0,99.9980200165472,77.75793099179275,100.0,100.0,99.99999965621204,100.0,100.0,95.182025711882,100.0,87.372725181242,93.00486240720005,99.9872253449157,99.99759005504964
2125-01-01,99.9999998333842,99.99996952567615,99.97403396068691,99.27706977330112,100.0,99.99825482978085,78.9317400405739,100.0,100.0,99.99999970103799,100.0,100.0,95.50042052144592,100.0,88.26772212049319,93.58938760331071,99.9872253449157,99.99759005504964
2126-01-01,99.99999985669383,99.99997404634188,99.97617335190051,99.27706977330112,100.0,99.99844743225158,80.12898529954792,100.0,100.0,99.99999974574148,100.0,100.0,95.81280788177277,100.0,89.15474176117758,94.17231573604404,99.9872253449157,99.99759005504964
2127-01-01,99.99999988000351,99.99997803726671,99.97816715238471,99.27706977330112,100.0,99.99863912191448,81.33858703167688,100.0,100.0,99.999999790445,100.0,100.0,96.1251952420996,100.0,90.05067523609324,94.75524386877737,99.9872253449157,99.99759005504964
2128-01-01,99.9999999033132,99.99998156052692,99.98002522583496,99.27706977330112,100.0,99.99880304952264,82.56644852766819,100.0,100.0,99.99999982816726,100.0,100.0,96.43758260242649,100.0,90.95561212210748,95.33817200151071,99.9872253449157,99.99759005504964
2129-01-01,99.99999992412943,99.99998467092436,99.981761233196,99.27706977330112,100.0,99.9989571139287,83.81882544219545,100.0,100.0,99.99999985058024,100.0,100.0,96.74996996275331,100.0,91.86964289626341,95.9226971976214,99.9872253449157,99.99759005504964
2130-01-01,99.99999993531809,99.99998741683909,99.9833745899525,99.27706977330112,100.0,99.99909978978813,85.08412783009868,100.0,100.0,99.999999872932,100.0,100.0,97.06235732308019,100.0,92.79285894482528,96.5056253303547,99.9872253449157,99.99759005504964
2131-01-01,99.99999994650676,99.99998988470287,99.98487608464805,99.27706977330112,100.0,99.99922304716982,86.3746931794243,100.0,100.0,99.99999989528374,100.0,100.0,97.38075213264408,100.0,93.74337667868,97.08855346308806,99.9872253449157,99.99759005504964
2132-01-01,99.99999995769541,99.99999201965643,99.9862723054158,99.27706977330112,100.0,99.99934572039335,87.67857813555115,100.0,100.0,99.99999991411423,100.0,100.0,97.69313949297094,100.0,94.68542224528645,97.6714815958214,99.9872253449157,99.99759005504964
2133-01-01,99.99999996769354,99.9999939044318,99.98757732769471,99.27706977330112,100.0,99.99944502157489,89.00849639064819,100.0,100.0,99.99999992532074,100.0,100.0,98.00552685329778,100.0,95.63693461243929,98.25600679193208,99.9872253449157,99.99759005504964
2134-01-01,99.99999997328787,99.99999556834535,99.98879021475905,99.27706977330112,100.0,99.99954315432457,90.3521404041816,100.0,100.0,99.99999993649661,100.0,100.0,98.31791421362465,100.0,96.59800891387279,98.83893492466541,99.9872253449157,99.99759005504964
2135-01-01,99.9999999788822,99.99999703727816,99.9899207529582,99.27706977330112,100.0,99.9996296115248,91.71606764131714,100.0,100.0,99.99999994767248,100.0,100.0,98.6303015739515,100.0,97.56874123933865,99.42186305739872,99.9872253449157,99.99759005504964
2136-01-01,99.9999999844765,99.9999983340785,99.99097453115135,99.27706977330112,100.0,99.99970812938277,93.10058429116705,100.0,100.0,99.99999995766441,100.0,100.0,98.94268893427835,100.0,98.54922864421356,99.42186305739872,99.9872253449157,99.99759005504964
2137-01-01,99.99999998945513,99.99999949956492,99.99195937613376,99.27706977330112,100.0,99.99978358001349,94.51274412817178,100.0,100.0,99.9999999651354,100.0,100.0,99.26108374384224,100.0,99.55871138404076,99.42186305739872,99.9872253449157,99.99759005504964
2138-01-01,99.9999999922523,99.99999949956492,99.99287467730784,99.27706977330112,100.0,99.99984638847076,95.93947851870516,100.0,100.0,99.99999997258598,100.0,100.0,99.57347110416912,100.0,99.55871138404076,99.42186305739872,99.9872253449157,99.99759005504964
2139-01-01,99.99999999504946,99.99999949956492,99.99372778841473,99.27706977330112,100.0,99.99990949601593,97.39469901360296,100.0,100.0,99.99999998003656,100.0,100.0,99.88585846449594,100.0,99.55871138404076,99.42186305739872,99.9872253449157,99.99759005504964
2140-01-01,99.99999999784664,99.99999949956492,99.9945229313178,99.27706977330112,100.0,99.99996171674984,98.86493848046808,100.0,100.0,99.99999998629299,100.0,100.0,99.88585846449594,100.0,99.55871138404076,99.42186305739872,99.9872253449157,99.99759005504964
2141-01-01,99.99999999784664,99.99999949956492,99.99526598856926,99.27706977330112,100.0,99.99996171674984,98.86493848046808,100.0,100.0,99.99999999002847,100.0,100.0,99.88585846449594,100.0,99.55871138404076,99.42186305739872,99.9872253449157,99.99759005504964
2142-01-01,99.99999999784664,99.99999949956492,99.99595656728191,99.27706977330112,100.0,99.99996171674984,98.86493848046808,100.0,100.0,99.99999999375378,100.0,100.0,99.88585846449594,100.0,99.55871138404076,99.42186305739872,99.9872253449157,99.99759005504964
2143-01-01,99.99999999784664,99.99999949956492,99.99660018968838,99.27706977330112,100.0,99.99996171674984,98.86493848046808,100.0,100.0,99.99999999747908,100.0,100.0,99.88585846449594,100.0,99.55871138404076,99.42186305739872,99.9872253449157,99.99759005504964
2144-01-01,99.99999999784664,99.99999949956492,99.9972000467816,99.27706977330112,100.0,99.99996171674984,98.86493848046808,100.0,100.0,99.99999999747908,100.0,100.0,99.88585846449594,100.0,99.55871138404076,99.42186305739872,99.9872253449157,99.99759005504964
2145-01-01,99.99999999784664,99.99999949956492,99.99776055950709,99.27706977330112,100.0,99.99996171674984,98.86493848046808,100.0,100.0,99.99999999747908,100.0,100.0,99.88585846449594,100.0,99.55871138404076,99.42186305739872,99.9872253449157,99.99759005504964
2146-01-01,99.99999999784664,99.99999949956492,99.99828147725599,99.27706977330112,100.0,99.99996171674984,98.86493848046808,100.0,100.0,99.99999999747908,100.0,100.0,99.88585846449594,100.0,99.55871138404076,99.42186305739872,99.9872253449157,99.99759005504964
2147-01-01,99.99999999784664,99.99999949956492,99.99876695311515,99.27706977330112,100.0,99.99996171674984,98.86493848046808,100.0,100.0,99.99999999747908,100.0,100.0,99.88585846449594,100.0,99.55871138404076,99.42186305739872,99.9872253449157,99.99759005504964
2148-01-01,99.99999999784664,99.99999949956492,99.99921938984942,99.27706977330112,100.0,99.99996171674984,98.86493848046808,100.0,100.0,99.99999999747908,100.0,100.0,99.88585846449594,100.0,99.55871138404076,99.42186305739872,99.9872253449157,99.99759005504964
2149-01-01,99.99999999784664,99.99999949956492,99.9996421143194,99.27706977330112,100.0,99.99996171674984,98.86493848046808,100.0,100.0,99.99999999747908,100.0,100.0,99.88585846449594,100.0,99.55871138404076,99.42186305739872,99.9872253449157,99.99759005504964
